,Unnamed: 0,0,1,2,Venue,Opened,Info,Also known as,Closed,Open,address_freq,inconsistent,venue_freq,address_prompt,location,point,latitude,longitude,altitude,address_prompt2,location2,point2,latitude2,longitude2,altitude2,is_problem,Lat,Long,Side of River
92,92,,,,"Front Bar, The Esplanade Hotel, Melbourne, Australia",,,Espy,,,,,66,"Front Bar, The Esplanade Hotel, Melbourne, Australia",,,,,,"Front Bar, The Esplanade Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.865864,144.9750196,South
94,94,,,,"Plenary Hall, Melbourne Convention and Exhibition Centre, Melbourne, Australia",,,MCEC,,,,,43,"Plenary Hall, Melbourne Convention and Exhibition Centre, Melbourne, Australia",,,,,,"Plenary Hall, Melbourne Convention and Exhibition Centre, Melbourne, Australia",,,,,,No geocodes found.,-37.8253349,144.9524341,
97,97,,,,"Basement, The Esplanade Hotel, Melbourne, Australia",,,,,,,,16,"Basement, The Esplanade Hotel, Melbourne, Australia",,,,,,"Basement, The Esplanade Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.865864,144.9750196,South
102,102,,,,"The Fyrefly, Melbourne, Australia",,,,,,,,10,"The Fyrefly, Melbourne, Australia",,,,,,"The Fyrefly, Melbourne, Australia",,,,,,No geocodes found.,-37.8640833,144.982999,South
106,106,,,,"The Penny Black, Melbourne, Australia",,,,,,,,19,"The Penny Black, Melbourne, Australia",,,,,,"The Penny Black, Melbourne, Australia",,,,,,No geocodes found.,-37.7681139,144.9621265,North
119,119,,,,"The Gasometer Hotel (Upstairs), Melbourne, Australia",,,,,,,,19,"The Gasometer Hotel (Upstairs), Melbourne, Australia",,,,,,"The Gasometer Hotel (Upstairs), Melbourne, Australia",,,,,,No geocodes found.,-37.7942368,144.9853099,North
127,127,,,,"Melbourne Convention and Exhibition Centre, Melbourne, Australia",,,MCEC,,,,,20,"Melbourne Convention and Exhibition Centre, Melbourne, Australia",,,,,,"Melbourne Convention and Exhibition Centre, Melbourne, Australia",,,,,,No geocodes found.,-37.8253349,144.9524341,
129,129,,,,"State Theatre, The Arts Centre, Melbourne, Australia",,,,,,,,39,"State Theatre, The Arts Centre, Melbourne, Australia",,,,,,"State Theatre, The Arts Centre, Melbourne, Australia",,,,,,No geocodes found.,-37.821852,144.968341,
139,139,,,,"The Flying Saucer Club, Melbourne, Australia",,,,,,,,51,"The Flying Saucer Club, Melbourne, Australia",,,,,,"The Flying Saucer Club, Melbourne, Australia",,,,,,No geocodes found.,-37.9403558,145.0393359,
142,142,,,,"The Reverence Hotel, Melbourne, Australia",,,The Reverence Hotel,,,,,98,"The Reverence Hotel, Melbourne, Australia",,,,,,"The Reverence Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.8050646,144.9047603,
145,145,,,,"Triple M Studios, Melbourne, Australia",,,MMM,,,,,14,"Triple M Studios, Melbourne, Australia",,,,,,"Triple M Studios, Melbourne, Australia",,,,,,No geocodes found.,-37.8293627,144.9619992,
149,149,,,,"ACDC Lane, Melbourne, Australia",,,,,,,,15,"ACDC Lane, Melbourne, Australia",,,,,,"ACDC Lane, Melbourne, Australia",,,,,,No geocodes found.,-37.8153838,144.9708267,
160,160,,,,"St Andrew's Hotel, Melbourne, Australia",,,,,,,,10,"St Andrew's Hotel, Melbourne, Australia",,,,,,"St Andrew's Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.8018198,144.9745189,North
166,166,,,,"The Colonial Hotel, Melbourne, Australia",,,,,,,,20,"The Colonial Hotel, Melbourne, Australia",,,,,,"The Colonial Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.8122437,144.9623478,
167,167,,,,"Milanos Hotel, Melbourne, Australia",,,,,,,,12,"Milanos Hotel, Melbourne, Australia",,,,,,"Milanos Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.9267443,144.9900775,North
169,169,,,,"Shebeen, Melbourne, Australia",,,,,,,,25,"Shebeen, Melbourne, Australia",,,,,,"Shebeen, Melbourne, Australia",,,,,,No geocodes found.,-37.8165514,144.9662678,
170,170,,,,"The Shadow Electric Bar @ The Abbotsford Convent, Melbourne, Australia",,,,,,,,14,"The Shadow Electric Bar @ The Abbotsford Convent, Melbourne, Australia",,,,,,"The Shadow Electric Bar @ The Abbotsford Convent, Melbourne, Australia",,,,,,No geocodes found.,-37.8023986,145.004276,North
171,171,,,,"3RRR 102.7FM, Melbourne, Australia",,,"FM Radio, ",,,,,15,"3RRR 102.7FM, Melbourne, Australia",,,,,,"3RRR 102.7FM, Melbourne, Australia",,,,,,No geocodes found.,-37.7675276,144.9800632,
175,175,,,,"The Spiegeltent, Melbourne, Australia",,,,,,,,80,"The Spiegeltent, Melbourne, Australia",,,,,,"The Spiegeltent, Melbourne, Australia",,,,,,No geocodes found.,-37.7993358,144.9864549,North
177,177,,,,"Foxtel Festival Hub, Melbourne, Australia",,,,,,,,14,"Foxtel Festival Hub, Melbourne, Australia",,,,,,"Foxtel Festival Hub, Melbourne, Australia",,,,,,No geocodes found.,,,
180,180,"630 S Rd, Moorabbin VIC 3189, Australia",,,"Sandbelt Club Hotel, Melbourne, Australia",,,,,,1,,14,"Sandbelt Club Hotel, Melbourne, Australia",,,,,,"Sandbelt Club Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.9375193,145.0677559,
185,185,,,,"Pelican Bar, Melbourne, Australia",,,,,,,,10,"Pelican Bar, Melbourne, Australia",,,,,,"Pelican Bar, Melbourne, Australia",,,,,,No geocodes found.,,,
190,190,,,,"Revolt Melbourne Artspace, Melbourne, Australia",,,,,,,,10,"Revolt Melbourne Artspace, Melbourne, Australia",,,,,,"Revolt Melbourne Artspace, Melbourne, Australia",,,,,,No geocodes found.,-37.7965126,144.9319336,
192,192,,,,"Mercury Lounge, Melbourne, Australia",,Located within the Crown Casino,,,,,,70,"Mercury Lounge, Melbourne, Australia",,,,,,"Mercury Lounge, Melbourne, Australia",,,,,,No geocodes found.,-37.8235638,144.9597457,
196,196,,,,"Heineken Beer Garden, Melbourne, Australia",,,,,,,,50,"Heineken Beer Garden, Melbourne, Australia",,,,,,"Heineken Beer Garden, Melbourne, Australia",,,,,,No geocodes found.,,,
197,197,,,,"Billboard The Venue, Melbourne, Australia",,,,,,,,278,"Billboard The Venue, Melbourne, Australia",,,,,,"Billboard The Venue, Melbourne, Australia",,,,,,No geocodes found.,-37.8123258,144.9676089,
202,202,,,,"Public Bar, The Esplanade Hotel, Melbourne, Australia",,,Espy,,,,,16,"Public Bar, The Esplanade Hotel, Melbourne, Australia",,,,,,"Public Bar, The Esplanade Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.8640582,144.973013,South
204,204,,,,"Gertrude's Brown Couch, Melbourne, Australia",,,,,,,,14,"Gertrude's Brown Couch, Melbourne, Australia",,,,,,"Gertrude's Brown Couch, Melbourne, Australia",,,,,,No geocodes found.,-37.8056756,144.9751917,North
207,207,,,,"Irene's Warehouse, Melbourne, Australia",,,,,,,,18,"Irene's Warehouse, Melbourne, Australia",,,,,,"Irene's Warehouse, Melbourne, Australia",,,,,,No geocodes found.,-37.7711266,144.9707347,North
208,208,,,,"Noise Bar, Melbourne, Australia",,,,,,,,12,"Noise Bar, Melbourne, Australia",,,,,,"Noise Bar, Melbourne, Australia",,,,,,No geocodes found.,-37.7684031,144.9600877,North
210,210,,,,"Ruby's Lounge, Melbourne, Australia",,,"Belgrave, ",,,,,130,"Ruby's Lounge, Melbourne, Australia",,,,,,"Ruby's Lounge, Melbourne, Australia",,,,,,No geocodes found.,-37.9100249,145.3534329,
214,214,,,,"Phoenix Public House, Melbourne, Australia",,,,,,,,17,"Phoenix Public House, Melbourne, Australia",,,,,,"Phoenix Public House, Melbourne, Australia",,,,,,No geocodes found.,-37.7743973,144.9606876,North
217,217,,,,"fist2face, Melbourne, Australia",,,,,,,,13,"fist2face, Melbourne, Australia",,,,,,"fist2face, Melbourne, Australia",,,,,,No geocodes found.,-37.8137701,145.2333145,
219,219,,,,"The Greyhound Hotel, Melbourne, Australia",,,,,,,,35,"The Greyhound Hotel, Melbourne, Australia",,,,,,"The Greyhound Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.8683028,144.9867719,South
220,220,,,,"Cat Food Press, Melbourne, Australia",,,,,,,,11,"Cat Food Press, Melbourne, Australia",,,,,,"Cat Food Press, Melbourne, Australia",,,,,,No geocodes found.,,,
224,224,,,,"Hey Hey It's Saturday, Melbourne, Australia",,Filmed at GTV Television Channel 9 studios in Melbourne.###9 October 1971 – 20 November 1999 (first run)###30 September and 7 October 2009 (reunion specials)###14 April 2010 – 27 November 2010 (second run),"Hey Hey It's Saturday Night, ",,9 October 1971 - 27 November 2010,,,76,"Hey Hey It's Saturday, Melbourne, Australia",,,,,,"Hey Hey It's Saturday, Melbourne, Australia",,,,,,No geocodes found.,,,
226,226,,,,"Rove Live, Melbourne, Australia",,,"Channel 10 Studios, ",,22 September 1999 - 15 November 2009,,,36,"Rove Live, Melbourne, Australia",,,,,,"Rove Live, Melbourne, Australia",,,,,,No geocodes found.,,,
227,227,,,,"Aberdeen Hotel, Melbourne, Australia",,,,,,,,14,"Aberdeen Hotel, Melbourne, Australia",,,,,,"Aberdeen Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.780115,144.986768,North
228,228,,,,"New Capers, Melbourne, Australia",,,,,,,,16,"New Capers, Melbourne, Australia",,,,,,"New Capers, Melbourne, Australia",,,,,,No geocodes found.,-37.7552407,145.0009924,
229,229,,,,"Spiegelworld Garden, Melbourne, Australia",,,,,,,,14,"Spiegelworld Garden, Melbourne, Australia",,,,,,"Spiegelworld Garden, Melbourne, Australia",,,,,,No geocodes found.,,,
231,231,,,,"Queensbridge Hotel, Melbourne, Australia",,,"QBH, ",,,,,14,"Queensbridge Hotel, Melbourne, Australia",,,,,,"Queensbridge Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.8219363,144.9616316,
236,236,,,,"Brass Monkey, Melbourne, Australia",,,,,,,,12,"Brass Monkey, Melbourne, Australia",,,,,,"Brass Monkey, Melbourne, Australia",,,,,,No geocodes found.,,,
241,241,,,,"Dallas Brooks Centre, Melbourne, Australia",1993,Previously known as Dallas Brooks Hall.,,,,,,23,"Dallas Brooks Centre, Melbourne, Australia",,,,,,"Dallas Brooks Centre, Melbourne, Australia",,,,,,No geocodes found.,-37.810009,144.9816742,
242,242,,,,"RRR Rooftop, Melbourne, Australia",,,3RRR,,,,,23,"RRR Rooftop, Melbourne, Australia",,,,,,"RRR Rooftop, Melbourne, Australia",,,,,,No geocodes found.,-37.7675276,144.9800632,
244,244,,,,"HMV Bourke St Mall, Melbourne, Australia",,,Instore,,,,,12,"HMV Bourke St Mall, Melbourne, Australia",,,,,,"HMV Bourke St Mall, Melbourne, Australia",,,,,,No geocodes found.,-37.8164534,144.9556614,
246,246,,,,"Goo @ Rebar, Melbourne, Australia",,,,,,,,10,"Goo @ Rebar, Melbourne, Australia",,,,,,"Goo @ Rebar, Melbourne, Australia",,,,,,No geocodes found.,,,
247,247,,,,"Gaslight Music, Melbourne, Australia",,,"Gaslight Records, ",,,,,23,"Gaslight Music, Melbourne, Australia",,,,,,"Gaslight Music, Melbourne, Australia",,,,,,No geocodes found.,,,
248,248,,,,"Melbourne Hotel, Brisbane, Australia",,,,,,,,10,"Melbourne Hotel, Brisbane, Australia",,,,,,"Melbourne Hotel, Brisbane, Australia",,,,,,No geocodes found.,,,
261,261,,,,"Recovery TV, Melbourne, Australia",,,"10AM Recovery, ",,20 April 1996 - 29 April 2000,,,40,"Recovery TV, Melbourne, Australia",,,,,,"Recovery TV, Melbourne, Australia",,,,,,No geocodes found.,,,
263,263,,,,"The Venue, Melbourne, Australia",,,,,,,,131,"The Venue, Melbourne, Australia",,,,,,"The Venue, Melbourne, Australia",,,,,,No geocodes found.,,,
269,269,,,,"Doncaster Inn, Melbourne, Australia",,,Doncaster Hotel,,,,,14,"Doncaster Inn, Melbourne, Australia",,,,,,"Doncaster Inn, Melbourne, Australia",,,,,,No geocodes found.,-37.7867024,145.1430845,
270,270,,,,"Dallas Brooks Hall, Melbourne, Australia",,Later known as Dallas Brooks Centre.,,,1969 - 1993,,,76,"Dallas Brooks Hall, Melbourne, Australia",,,,,,"Dallas Brooks Hall, Melbourne, Australia",,,,,,No geocodes found.,-37.810009,144.9816742,
271,271,,,,"National Tennis Centre at Flinders Park, Melbourne, Australia",,,,,1988 - 1996,,,183,"National Tennis Centre at Flinders Park, Melbourne, Australia",,,,,,"National Tennis Centre at Flinders Park, Melbourne, Australia",,,,,,No geocodes found.,-37.8215688,144.9785875,
275,275,,,,"Club Chevron, Melbourne, Australia",,Now Chevron Green Apartments,Chevron Hotel,,,,,53,"Club Chevron, Melbourne, Australia",,,,,,"Club Chevron, Melbourne, Australia",,,,,,No geocodes found.,,,
276,276,,,,"The Powerhouse, Melbourne, Australia",,,,,,,,12,"The Powerhouse, Melbourne, Australia",,,,,,"The Powerhouse, Melbourne, Australia",,,,,,No geocodes found.,-37.8501235,144.9771554,South
277,277,,,,"Old Greek Theatre, Melbourne, Australia",,in Richmond,,,,,,57,"Old Greek Theatre, Melbourne, Australia",,,,,,"Old Greek Theatre, Melbourne, Australia",,,,,,No geocodes found.,-37.8189642,145.0037432,
280,280,,,,"ID's Nitespot, Melbourne, Australia",,,,,,,,13,"ID's Nitespot, Melbourne, Australia",,,,,,"ID's Nitespot, Melbourne, Australia",,,,,,No geocodes found.,,,
282,282,,,,"Sentimental Bloke Hotel, Melbourne, Australia",,Later the Manningham Hotel,,,,,,35,"Sentimental Bloke Hotel, Melbourne, Australia",,,,,,"Sentimental Bloke Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.7769109,145.0868119,
289,289,,,,"Caulfield Institute of Technology, Melbourne, Australia",,Opened under this name in the 1970s. Merged with State College of Victoria at Frankston to form the Caulfield campus of Monash University,CIT,,1970 - 1990,,,11,"Caulfield Institute of Technology, Melbourne, Australia",,,,,,"Caulfield Institute of Technology, Melbourne, Australia",,,,,,No geocodes found.,-37.8774234,145.0449669,
291,291,,,,"Melbourne State College, Melbourne, Australia",,,,,,,,12,"Melbourne State College, Melbourne, Australia",,,,,,"Melbourne State College, Melbourne, Australia",,,,,,No geocodes found.,,,
292,292,,,,"Tottenham Hotel, Melbourne, Australia",,,,,,,,13,"Tottenham Hotel, Melbourne, Australia",,,,,,"Tottenham Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.79853,144.86263,
293,293,,,,"Ethel Hall, Swinburne University of Technology, Melbourne, Australia",,,,,,,,13,"Ethel Hall, Swinburne University of Technology, Melbourne, Australia",,,,,,"Ethel Hall, Swinburne University of Technology, Melbourne, Australia",,,,,,No geocodes found.,-37.8231885,145.0337136,
296,296,,,,"Mount Erica Hotel, Melbourne, Australia",,,Mt Erica,,,,,11,"Mount Erica Hotel, Melbourne, Australia",,,,,,"Mount Erica Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.8532733,145.0027526,
297,297,,,,"The Jump Club, Melbourne, Australia",,,,,,,,32,"The Jump Club, Melbourne, Australia",,,,,,"The Jump Club, Melbourne, Australia",,,,,,No geocodes found.,,,
301,301,,,,"Poynton's Carlton Club Hotel, Melbourne, Australia",,,,,,,,12,"Poynton's Carlton Club Hotel, Melbourne, Australia",,,,,,"Poynton's Carlton Club Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.8131551,144.9676339,
302,302,,,,"Martini's, Imperial Club Hotel, Melbourne, Australia",1974,Later known as Rathdowne Tavern,,,,,,58,"Martini's, Imperial Club Hotel, Melbourne, Australia",,,,,,"Martini's, Imperial Club Hotel, Melbourne, Australia",,,,,,No geocodes found.,-37.7947575,144.9712293,North
304,304,,,,"Southside Six Hotel, Melbourne, Australia",,,South Side 6,,,,,40,"Southside Six Hotel, Melbourne, Australia",,,,,,"Southside Six Hotel, Melbourne, Australia",,,,,,No geocodes found.,,,
305,305,,,,"Sovereign Hotel, Melbourne, Australia",,,,,,,,12,"Sovereign Hotel, Melbourne, Australia",,,,,,"Sovereign Hotel, Melbourne, Australia",,,,,,No geocodes found.,,,
311,311,,,,"Chelsea Civic Centre, Melbourne, Australia",,,,,,,,11,"Chelsea Civic Centre, Melbourne, Australia",,,,,,"Chelsea Civic Centre, Melbourne, Australia",,,,,,No geocodes found.,,,
313,313,,,,"Fairsky, Melbourne, Australia",,Passenger ship,,,1958 - 1977,,,28,"Fairsky, Melbourne, Australia",,,,,,"Fairsky, Melbourne, Australia",,,,,,No geocodes found.,,,
