c_code,occurence,proportion,rank,color_name,year
#E0D6BB,2029,0.0030888207220441935,6.0,cornsilk,2015
#6D6D65,1811,0.0027569513689610814,7.0,darkolivegreen,2015
#8E8C8F,1131,0.0017217625611788974,8.0,gray,2015
#332637,398,0.0006058899198489842,9.0,indigo,2015
#7E7383,290,0.00044147757978946087,10.0,thistle,2015
#615569,147,0.0002237834628587957,11.0,darkmagenta,2015
#4A2D32,84,0.0001278762644907404,12.0,maroon,2015
#E2C6C2,60,9.134018892195743e-05,13.0,mistyrose,2015
#969EB3,57,8.677317947585955e-05,14.0,cornflowerblue,2015
#C3C1CC,52,7.916149706569643e-05,15.0,ghostwhite,2015
#232011,48,7.307215113756593e-05,16.0,darkgreen,2015
#AE9881,46,7.002747817350069e-05,17.0,tan,2015
#A6717B,40,6.0893459281304944e-05,18.0,palevioletred,2015
#5A3E32,35,5.3281776871141825e-05,19.0,maroon,2015
#32284D,32,4.871476742504396e-05,21.0,midnightblue,2015
#466788,32,4.871476742504396e-05,21.0,steelblue,2015
#C2A5A7,32,4.871476742504396e-05,21.0,rosybrown,2015
#795E63,24,3.6536075568782965e-05,23.0,rosybrown,2015
#7D4956,22,3.349140260471772e-05,24.0,mediumvioletred,2015
#0A0C0B,326124,0.7827458171423359,1.0,navy,2016
#DBE0E4,40435,0.09704997827866196,2.0,aliceblue,2016
#444645,10257,0.02461831648829568,3.0,dimgray,2016
#CBABA0,9374,0.02249898593753375,4.0,darksalmon,2016
#B6BFC6,6409,0.01538254756493,5.0,aliceblue,2016
#889198,5493,0.013184012135147525,6.0,lightslategray,2016
#2B2622,3940,0.00945658252548357,7.0,maroon,2016
#6A6B6D,3768,0.00904375709543708,8.0,slateblue,2016
#786255,3327,0.00798529189398067,9.0,saddlebrown,2016
#8D837A,2351,0.005642747593251745,10.0,linen,2016
#A97C77,1656,0.003974644838122029,11.0,rosybrown,2016
#4F3D31,1278,0.0030673889511593916,12.0,saddlebrown,2016
#E9CCC8,669,0.0016056989110529208,13.0,mistyrose,2016
#7C4D43,498,0.0011952736288555375,14.0,brown,2016
#46282A,294,0.0007056434676376065,15.0,maroon,2016
#905D64,144,0.00034562129027148074,16.0,rosybrown,2016
#85ABC0,120,0.0002880177418929006,17.0,skyblue,2016
#9B5055,111,0.00026641641125093305,18.0,indianred,2016
#5A3C20,92,0.00022081360211789047,19.0,saddlebrown,2016
#B3929B,82,0.00019681212362681542,20.0,pink,2016
#ECB4B5,65,0.00015600961019198782,21.0,lightpink,2016
#A16654,55,0.00013200813170091276,22.0,sienna,2016
#B8727C,54,0.00012960798385180526,23.0,palevioletred,2016
#C48671,45,0.00010800665320983772,24.0,darksalmon,2016
#D92524,259505,0.3750028901399984,1.0,red,2017
#384349,76755,0.11091634778788685,2.0,mediumblue,2017
#D4C4C5,62456,0.09025329186945816,3.0,lavenderblush,2017
#203455,55440,0.08011468075513578,4.0,royalblue,2017
#656A54,48895,0.07065669761043225,5.0,darkolivegreen,2017
#EDBDAF,33722,0.04873065051271083,6.0,darksalmon,2017
#90A7B5,30635,0.04426971942520896,7.0,lightslategray,2017
#F49055,21497,0.031064669772603786,8.0,chocolate,2017
#7B835C,13894,0.02007780256875643,9.0,darkolivegreen,2017
#5D8094,13084,0.018907295869411915,10.0,steelblue,2017
#4B2E32,12114,0.017505577970196876,11.0,maroon,2017
#90957E,9633,0.013920359302204598,12.0,olivedrab,2017
#CD5D38,8350,0.012066334493242853,13.0,orangered,2017
#EAAB66,8200,0.011849573993364238,14.0,orange,2017
#A69AA8,6921,0.010001329464399255,15.0,thistle,2017
#B71B1C,5472,0.007907423035571843,16.0,firebrick,2017
#777D79,5079,0.007339510525889874,17.0,seagreen,2017
#FAB191,3914,0.005656003976832638,18.0,lightsalmon,2017
#483F38,3262,0.004713818337360262,19.0,saddlebrown,2017
#B2573A,3013,0.004353995907561762,20.0,sienna,2017
#C3A17B,2601,0.0037586270678951687,21.0,burlywood,2017
#1B2B3B,2577,0.0037239453879145904,22.0,darkslategray,2017
#729BBB,2527,0.0036516918879550527,23.0,steelblue,2017
#F9684D,2462,0.003557762338007653,24.0,tomato,2017
#CC8B3B,171239,0.2632538575893468,1.0,peru,2018
#976974,97494,0.14988216231007992,2.0,palevioletred,2018
#2A292E,64217,0.09872384779644289,3.0,midnightblue,2018
#D4A53D,61149,0.0940072655045344,4.0,goldenrod,2018
#604045,52224,0.08028643859603272,5.0,brown,2018
#966228,35207,0.05412539529048951,6.0,peru,2018
#464241,25151,0.03866582829980122,7.0,maroon,2018
#6A615A,23970,0.03685022083997595,8.0,saddlebrown,2018
#887058,16283,0.025032630201807612,9.0,peru,2018
#9E9C6B,15426,0.023715123349080897,10.0,darkkhaki,2018
#CBA052,14562,0.022386855063484767,11.0,goldenrod,2018
#A16D5F,14263,0.021927188145205553,12.0,darksalmon,2018
#C0917D,9442,0.01451563559328548,13.0,darksalmon,2018
#E4C559,8000,0.012298780422186385,14.0,gold,2018
#847B50,6317,0.009711424490868923,15.0,olive,2018
#B28244,5534,0.008507681357047431,16.0,darkgoldenrod,2018
#E1B97E,5131,0.007888130293279793,17.0,burlywood,2018
#BF7131,5016,0.007711335324710863,18.0,chocolate,2018
#A3917D,4714,0.007247056363773327,19.0,tan,2018
#3E2A23,4504,0.006924213377690934,20.0,maroon,2018
#604534,3317,0.00509938183254903,21.0,saddlebrown,2018
#5E6146,2970,0.004565922231736696,22.0,darkolivegreen,2018
#859179,2380,0.0036588871756004495,23.0,darkseagreen,2018
#80534E,1961,0.0030147385509884375,24.0,brown,2018
#B67A56,331626,0.49864372323533657,1.0,chocolate,2019
#202126,142201,0.213818084492133,2.0,midnightblue,2019
#382B25,71095,0.10690077226579416,3.0,maroon,2019
#CB9879,50198,0.07547935812924024,4.0,sandybrown,2019
#B28C5B,14993,0.022543966222393304,5.0,burlywood,2019
#5D6B1E,14313,0.02152149593417697,6.0,darkolivegreen,2019
#C07E70,7807,0.011738861088389549,7.0,salmon,2019
#BA664C,7429,0.011170487898763412,8.0,sienna,2019
#3A3F2B,6390,0.00960821344367993,9.0,darkolivegreen,2019
#435428,5569,0.008373730933936391,10.0,darkolivegreen,2019
#89683B,1947,0.002927573016407641,11.0,darkgoldenrod,2019
#604436,1857,0.002792246066496656,12.0,saddlebrown,2019
#B57D40,1601,0.002407316075638743,13.0,peru,2019
#424043,1473,0.002214851080209787,14.0,dimgray,2019
#615C25,1227,0.0018449574171197614,15.0,olive,2019
#45221C,1129,0.0016976014049944665,16.0,maroon,2019
#786350,1094,0.0016449742578068614,17.0,saddlebrown,2019
#77691E,567,0.0008525597844392051,18.0,olive,2019
#C3A398,554,0.0008330125583409518,19.0,darksalmon,2019
#1C2419,503,0.000756327286724727,20.0,darkgreen,2019
#9D7460,389,0.0005849131501708127,21.0,sienna,2019
#44662A,383,0.0005758913535100804,22.0,darkolivegreen,2019
#A35853,359,0.000539804166867151,23.0,indianred,2019
#975E31,352,0.0005292787374296299,24.0,saddlebrown,2019
#2B2A28,327282,0.681870172945787,1.0,darkblue,2020
#464445,28779,0.059959123041312394,2.0,dimgray,2020
#54372F,14813,0.030861895465824404,3.0,maroon,2020
#EC875D,14553,0.030320202843052896,4.0,coral,2020
#AF5A46,12214,0.025447052671273833,5.0,firebrick,2020
#B42328,10982,0.022880263012602688,6.0,firebrick,2020
#616163,9015,0.01878214997801978,7.0,dimgray,2020
#D42C29,9002,0.018755065346881206,8.0,firebrick,2020
#D89874,8107,0.016890392664648514,9.0,lightsalmon,2020
#802022,7747,0.016140356725426425,10.0,maroon,2020
#A06253,5768,0.01201724249286945,11.0,firebrick,2020
#F1A269,5571,0.011606806159461807,12.0,sandybrown,2020
#602A28,4516,0.009408784170908189,13.0,maroon,2020
#EEB69F,3897,0.0081191390420791,14.0,lightsalmon,2020
#E5E0DD,3483,0.007256597711973699,15.0,seashell,2020
#808082,2386,0.004971071530510837,16.0,gray,2020
#774B42,2185,0.0045523014644451715,17.0,brown,2020
#BF4832,1835,0.0038230998568681415,18.0,firebrick,2020
#D8AA16,1451,0.0030230615216979145,19.0,goldenrod,2020
#3C2329,1415,0.002948057927775706,20.0,indigo,2020
#B39D92,1278,0.0026626275842384114,21.0,darksalmon,2020
#813D2A,1262,0.0026292926536063185,22.0,darkred,2020
#BBBCBE,1240,0.002583457123987191,23.0,ghostwhite,2020
#BB846F,1196,0.002491786064748936,24.0,darksalmon,2020
#09090B,288318,0.5767202011493678,1.0,midnightblue,2021
#E6D7D0,70349,0.1407185449075565,2.0,seashell,2021
#E89C78,32758,0.06552556673274298,3.0,lightsalmon,2021
#ED3861,24732,0.049471222798528586,4.0,indianred,2021
#C0AE9A,14408,0.028820207750331547,5.0,tan,2021
#262427,12099,0.024201533423879887,6.0,midnightblue,2021
#E7BD95,11078,0.02215923524834626,7.0,peachpuff,2021
#C63055,8027,0.016056344226257034,8.0,crimson,2021
#E08067,5535,0.011071616456002577,9.0,darksalmon,2021
#4A4041,4216,0.008433231251762758,10.0,maroon,2021
#DA9A52,3458,0.006917009883442983,11.0,peru,2021
#CD9C7B,3024,0.006048883136937993,12.0,sandybrown,2021
#BA7558,3012,0.006024879632426334,13.0,darksalmon,2021
#D4834E,2875,0.0057508396225848975,14.0,chocolate,2021
#DAADA7,2642,0.005284771576650191,15.0,rosybrown,2021
#7D4C45,2178,0.004356636068866054,16.0,brown,2021
#AA9091,2080,0.004160607448687508,17.0,rosybrown,2021
#A72B50,2010,0.004020587005702832,18.0,mediumvioletred,2021
#C8183C,1474,0.002948430470848744,19.0,crimson,2021
#B8605C,1342,0.0026843919212204983,20.0,indianred,2021
#8E3950,1216,0.0024323551238480817,21.0,mediumvioletred,2021
#D55274,1066,0.002132311317452348,22.0,palevioletred,2021
#FE6278,1057,0.002114308689068604,23.0,lightcoral,2021
#A07660,973,0.001946284157486993,24.0,sienna,2021
#393C41,102740,0.20585053095572028,1.0,mediumblue,2022
#747B81,80371,0.1610318573432178,2.0,slategray,2022
#4C271F,65958,0.1321538769785614,3.0,maroon,2022
#7D4921,48200,0.09657383289921859,4.0,saddlebrown,2022
#5D4843,27992,0.05608495291524745,5.0,maroon,2022
#1A202E,25299,0.05068924063313965,6.0,midnightblue,2022
#A59D9A,21646,0.04337006611901423,7.0,seashell,2022
#252621,15501,0.031057904227609696,8.0,darkgreen,2022
#555A60,15463,0.030981767180925667,9.0,royalblue,2022
#D19481,13880,0.02781005810458826,10.0,darksalmon,2022
#786662,12750,0.02554598276898417,11.0,rosybrown,2022
#6A3D28,10387,0.020811460629132437,12.0,saddlebrown,2022
#CECAC7,8250,0.016529753556401523,13.0,seashell,2022
#363289,7360,0.014746543778801843,14.0,darkslateblue,2022
#2A2963,6842,0.013708675616108995,15.0,midnightblue,2022
#070B0E,6132,0.012286115007012623,16.0,midnightblue,2022
#006397,5698,0.011416549789621318,17.0,steelblue,2022
#7B5B42,4872,0.00976157082748948,18.0,saddlebrown,2022
#BF2B2B,4719,0.00945501903426167,19.0,firebrick,2022
#232649,3664,0.007341214185533961,20.0,midnightblue,2022
#D9A87D,3141,0.006293327990382689,21.0,sandybrown,2022
#95806F,3012,0.00603486275295532,22.0,peru,2022
#C17568,2716,0.00544179523141655,23.0,salmon,2022
#1D5272,2507,0.005023041474654378,24.0,steelblue,2022
