c_code,occurence,proportion,rank,color_name,year
#DFBAA7,5429,0.010939719706205353,15.0,lightsalmon,1972
#A06C57,5142,0.010361399655426033,16.0,sienna,1972
#A7BCD7,4920,0.009914058013359798,17.0,lightsteelblue,1972
#E0D094,2605,0.005249211610732169,18.0,khaki,1972
#E5D7CC,2227,0.004487521787754526,19.0,seashell,1972
#9E926C,2138,0.004308182120439684,20.0,darkkhaki,1972
#5A7C97,1728,0.0034820106193263678,21.0,steelblue,1972
#535E5A,1460,0.0029419765649401027,22.0,darkslategray,1972
#5D9497,1386,0.0027928626842513575,23.0,cadetblue,1972
#6E636B,1285,0.002589342387635638,24.0,mediumvioletred,1972
#A08F75,346791,0.548704309054489,1.0,tan,1973
#817052,66428,0.1051046014512245,2.0,darkgoldenrod,1973
#C3B7A1,60393,0.09555582277719939,3.0,papayawhip,1973
#8F6F72,48430,0.07662756440481125,4.0,rosybrown,1973
#825E50,29427,0.04656038277390834,5.0,sienna,1973
#684B50,11765,0.0186149761557424,6.0,mediumvioletred,1973
#834E1C,10533,0.01666566458550231,7.0,saddlebrown,1973
#8E7741,9751,0.015428358053093425,8.0,darkgoldenrod,1973
#64330A,8563,0.013548664753219053,9.0,saddlebrown,1973
#4E4025,7700,0.012183197314000551,10.0,darkgoldenrod,1973
#4C332E,6768,0.010708555768981264,11.0,maroon,1973
#BC8F7C,4128,0.0065314595470382176,12.0,darksalmon,1973
#914426,3812,0.006031473787138974,13.0,sienna,1973
#9B6541,3438,0.005439718489030376,14.0,saddlebrown,1973
#BAA77D,3229,0.005109031704793218,15.0,wheat,1973
#28110B,2698,0.0042688657601524,16.0,maroon,1973
#674230,2084,0.003297374441867162,17.0,saddlebrown,1973
#76562F,1493,0.0023622744921821845,18.0,darkgoldenrod,1973
#BB9B5E,1428,0.002259429320051011,19.0,goldenrod,1973
#8F8681,1077,0.0017040653905426744,20.0,seashell,1973
#AF705F,817,0.0012926847020179805,21.0,darksalmon,1973
#D8AC53,516,0.0008164324433797772,22.0,goldenrod,1973
#591806,388,0.0006139065659522355,23.0,maroon,1973
#781D00,361,0.0005711862636823635,24.0,maroon,1973
#4F460B,262785,0.40221783451189275,1.0,olive,1974
#D2CCAC,95499,0.1461704472403343,2.0,cornsilk,1974
#726813,54034,0.0827042581198151,3.0,olive,1974
#DB3817,28124,0.04304649952551504,4.0,red,1974
#246734,26951,0.04125110968255426,5.0,darkgreen,1974
#4C560F,24624,0.03768941133253742,6.0,darkolivegreen,1974
#715621,22365,0.034231793553127006,7.0,darkgoldenrod,1974
#3D5825,22131,0.03387363394251079,8.0,darkolivegreen,1974
#DABAA5,16483,0.025228824195671472,9.0,peachpuff,1974
#0B7C51,13761,0.02106254017816145,10.0,seagreen,1974
#C3908C,12434,0.019031438454709646,11.0,rosybrown,1974
#BD2317,9271,0.01419016132488444,12.0,firebrick,1974
#517D48,8668,0.013267211559065724,13.0,green,1974
#DE9E83,7812,0.011957020846726054,14.0,darksalmon,1974
#5D7016,7195,0.011012642728135427,15.0,darkolivegreen,1974
#B4A98D,7053,0.010795298007163192,16.0,wheat,1974
#A3552F,7051,0.010792236813910063,17.0,sienna,1974
#C98652,5749,0.008799400006122386,18.0,peru,1974
#1C9A5D,4132,0.006324425260966725,19.0,seagreen,1974
#9C895E,3978,0.006088713380475709,20.0,darkgoldenrod,1974
#A12933,3485,0.005334129243579147,21.0,brown,1974
#950F06,3271,0.00500658156549423,22.0,darkred,1974
#721913,3242,0.004962194263323843,23.5,maroon,1974
#6F6A32,3242,0.004962194263323843,23.5,olive,1974
#F9FAF5,289673,0.45791659355442477,1.0,ivory,1975
#151316,145594,0.2301557567393679,2.0,midnightblue,1975
#302B28,33454,0.05288425818343348,3.0,maroon,1975
#A7A8AC,21831,0.03451055898853758,4.0,ghostwhite,1975
#F2D8C7,20900,0.03303882931887845,5.0,peachpuff,1975
#75767A,16571,0.026195523475748078,6.0,slateblue,1975
#BB4F21,15222,0.024063017219711377,7.0,sienna,1975
#525357,11811,0.018670890578242744,8.0,darkslateblue,1975
#BB9E8C,11160,0.017641786373142752,9.0,peachpuff,1975
#E18755,9822,0.015526668974642303,10.0,chocolate,1975
#715748,7426,0.011739059642200544,11.0,saddlebrown,1975
#AB5D46,7074,0.011182616201040486,12.0,sienna,1975
#ECA786,6481,0.010245198699313457,13.0,lightsalmon,1975
#4F4239,6103,0.009647654322158621,14.0,saddlebrown,1975
#C8C9CB,5212,0.008239156861722224,15.0,ghostwhite,1975
#5D8336,4254,0.006724745450837748,16.0,olivedrab,1975
#8F796C,3304,0.005222980481797818,17.0,sienna,1975
#C9855E,3270,0.005169233103958494,18.0,chocolate,1975
#996955,3139,0.004962147618754041,19.0,sienna,1975
#482A22,3026,0.004783516627699818,20.0,maroon,1975
#984221,2069,0.00327068602204591,21.0,sienna,1975
#754632,2005,0.0031695144872895356,22.0,sienna,1975
#A12F14,1674,0.0026462679559714126,23.0,firebrick,1975
#6B2B10,1514,0.0023933391190804772,24.0,maroon,1975
#020469,104020,0.2520029168574495,1.0,midnightblue,1976
#19288F,57559,0.1394446826706204,2.0,darkblue,1976
#F4EFE9,50663,0.12273816359112635,3.0,linen,1976
#182373,29365,0.07114079651527595,4.0,midnightblue,1976
#D0B296,26731,0.06475956518473834,5.0,peachpuff,1976
#ECD5B3,15747,0.03814929755579943,6.0,blanchedalmond,1976
#510811,14752,0.03573877167353485,7.0,maroon,1976
#6473AC,14557,0.035266357053392546,8.0,royalblue,1976
#D4CCC9,11967,0.02899172184227166,9.0,seashell,1976
#212C6A,11565,0.028017820933055215,10.0,midnightblue,1976
#B09E90,9676,0.02344145571536898,11.0,peachpuff,1976
#44091B,8086,0.019589459581900948,12.0,maroon,1976
#330D26,6638,0.01608147819745962,13.0,navy,1976
#7A82A7,6225,0.015080928258388993,14.0,royalblue,1976
#A4AFCB,5885,0.014257230971987025,15.0,cornflowerblue,1976
#BC929C,5852,0.01417728388242448,16.0,pink,1976
#AB7C62,5790,0.014027080259610003,17.0,chocolate,1976
#36477D,4971,0.01204293885501232,18.0,royalblue,1976
#181145,4477,0.010846155150651812,19.0,midnightblue,1976
#241F1B,4131,0.010007922029783924,20.0,maroon,1976
#94888A,4024,0.00974869964847507,21.0,rosybrown,1976
#0B0751,3639,0.008815983603578723,22.0,midnightblue,1976
#2741A2,3245,0.0078614638069835,23.0,darkslateblue,1976
#5E0000,3208,0.007771826161110344,24.0,maroon,1976
#C5CBC7,76597,0.17739492528740955,1.0,mintcream,1977
#232227,54644,0.1265528453778243,2.0,midnightblue,1977
#C1B6A2,43356,0.10041038657859876,3.0,papayawhip,1977
#3D90BC,39133,0.09063012404235411,4.0,steelblue,1977
#104324,30529,0.07070367865711877,5.0,darkgreen,1977
#9A9380,28759,0.0666044447738242,6.0,oldlace,1977
#CFA87D,23165,0.05364901294153612,7.0,burlywood,1977
#3D3E42,21709,0.05027698778104069,8.0,darkslateblue,1977
#846C50,21507,0.04980916560904888,9.0,darkgoldenrod,1977
#5F5B5C,19895,0.04607585203850038,10.0,dimgray,1977
#0F342C,17722,0.041043289762568665,11.0,darkslategray,1977
#6BA8C5,7220,0.016721168721687496,12.0,skyblue,1977
#D4A659,7030,0.016281137965853613,13.0,goldenrod,1977
#B18755,6861,0.01588974218829611,14.0,peru,1977
#A4A4A6,6340,0.014683131536772675,15.0,darkgray,1977
#68463A,6325,0.014648392266575263,16.0,darkred,1977
#818586,4702,0.010889603231215319,17.0,mediumorchid,1977
#4B4431,4563,0.010567685994052637,18.0,olive,1977
#3C563B,4562,0.010565370042706143,19.0,darkgreen,1977
#737061,2307,0.005342899756361918,20.0,olive,1977
#A8956D,1647,0.003814371867675804,21.0,tan,1977
#A05D4C,1188,0.002751350199635006,22.0,firebrick,1977
#A37E6E,1157,0.0026795557078936887,23.0,darksalmon,1977
#654D2B,870,0.0020148776714498783,24.0,darkgoldenrod,1977
#FFFFFF,155102,0.41296991029802144,1.0,white,1978
#C88960,110678,0.29468790687395663,2.0,chocolate,1978
#E8AD85,29037,0.07731304100091325,3.0,sandybrown,1978
#B3725C,10673,0.028417608106992707,4.0,darksalmon,1978
#BB987A,8528,0.02270639575905873,5.0,peru,1978
#DFE1D6,7956,0.021183405799609666,6.0,ivory,1978
#A75C3C,7725,0.020568352162139855,7.0,sienna,1978
#88563D,7080,0.018850994602970895,8.0,sienna,1978
#37291E,5637,0.015008906296178947,9.0,saddlebrown,1978
#080000,4938,0.013147769964614446,10.0,navy,1978
#4C1C08,4803,0.012788323033625594,11.0,maroon,1978
#574B3B,3042,0.00809953751161546,12.0,saddlebrown,1978
#E9BEAD,2960,0.007881206783162974,13.0,darksalmon,1978
#310B00,2944,0.007838605665416146,14.0,maroon,1978
#663413,2933,0.0078093173969652025,15.0,saddlebrown,1978
#B0A798,2648,0.007050484987099849,16.0,oldlace,1978
#7F7164,2572,0.0068481296778024215,17.0,tan,1978
#F0AC6F,1530,0.004073731884540321,18.0,sandybrown,1978
#F9CB97,1348,0.0035891441701701647,19.0,burlywood,1978
#884117,1106,0.002944802264249408,20.0,saddlebrown,1978
#9D7552,958,0.0025507419250912597,21.0,peru,1978
#D8CAB0,495,0.0013179720802924566,22.0,papayawhip,1978
#CA6E3F,452,0.0012034815763478594,23.0,chocolate,1978
#62422B,432,0.0011502301791643259,24.0,saddlebrown,1978
#D5A372,198746,0.3065312914982317,1.0,peru,1979
#B7815D,144095,0.2222415869926323,2.0,peru,1979
#1D1A23,142363,0.21957027689393882,3.0,midnightblue,1979
#937054,62937,0.09706942475835593,4.0,peru,1979
#6F5244,28154,0.04342267004539068,5.0,saddlebrown,1979
#975F3C,14587,0.022497921714573908,6.0,sienna,1979
#C49B7F,14465,0.02230975783926178,7.0,sandybrown,1979
#3F3131,14315,0.022078408812238673,8.0,maroon,1979
#8B796F,9584,0.014781660499929824,9.0,sienna,1979
#C5884F,5549,0.0085583716730082,10.0,peru,1979
#E5BF98,3469,0.005350331831621094,11.0,peachpuff,1979
#764830,2762,0.004259906750918841,12.0,saddlebrown,1979
#AA6F61,1922,0.0029643521995894326,13.0,darksalmon,1979
#5D5552,1148,0.0017705912201501919,14.0,saddlebrown,1979
#C37358,1006,0.001551580807901649,15.0,darksalmon,1979
#DE9575,1004,0.0015484961542080074,16.0,lightsalmon,1979
#EDBEAE,553,0.0008529067462918607,17.0,darksalmon,1979
#55352A,426,0.0006570312367456286,18.0,maroon,1979
#964D3E,389,0.0005999651434132619,19.0,brown,1979
#AB9889,283,0.00043647849765026504,20.0,peachpuff,1979
#975521,226,0.00034856586738148376,21.0,saddlebrown,1979
#251B0F,149,0.00022980670017628795,22.0,saddlebrown,1979
#B8523B,141,0.00021746808540172216,23.0,firebrick,1979
#703936,98,0.00015114803098843102,24.0,brown,1979
#668C53,195593,0.5198954855721182,1.0,forestgreen,1981
#5B7133,44013,0.11698864482106024,2.0,darkolivegreen,1981
#A3894C,29801,0.0792124736853297,3.0,darkgoldenrod,1981
#878C52,20377,0.05416303400174368,4.0,olive,1981
#909038,16816,0.044697726837774045,5.0,olive,1981
#304639,12139,0.03226603865864291,6.0,darkgreen,1981
#305C39,8208,0.02181725391796202,7.0,darkgreen,1981
#666D43,7247,0.019262870266017394,8.0,darkolivegreen,1981
#A07129,5595,0.01487177578837689,9.0,darkgoldenrod,1981
#97714A,4762,0.012657622217024263,10.0,peru,1981
#678C3C,4232,0.01124885703957301,11.0,olivedrab,1981
#2A2D36,3173,0.008433984732175133,12.0,midnightblue,1981
#B0A762,2950,0.007841240138643757,13.0,darkkhaki,1981
#A5A72C,2824,0.007506326153061007,14.0,darkkhaki,1981
#BA9719,2443,0.0064936100537988815,15.0,goldenrod,1981
#A89D70,2299,0.006110851213132881,16.0,darkkhaki,1981
#3B703A,2277,0.006052374168031131,17.0,darkgreen,1981
#7D7429,2166,0.005757330895017756,18.0,olive,1981
#8BA661,1927,0.00512205754141238,19.0,olivedrab,1981
#947815,1670,0.004438939332723754,20.0,darkgoldenrod,1981
#D8CEB3,1593,0.004234269674867629,21.0,cornsilk,1981
#6B5B37,1489,0.003957832734386629,22.0,darkgoldenrod,1981
#768C65,1409,0.003745188934016629,23.0,darkseagreen,1981
#46502E,1213,0.0032242116231101284,24.0,darkolivegreen,1981
#BA602C,229222,0.5823078720874699,1.0,chocolate,1982
#B46B42,23011,0.058456371747060795,2.0,chocolate,1982
#D07F3D,16846,0.042795012752639444,3.0,peru,1982
#194B88,16684,0.04238347339220209,4.0,royalblue,1982
#E3C795,13647,0.03466838056721302,5.0,moccasin,1982
#B81D21,11769,0.029897572425846706,6.0,firebrick,1982
#E9E2CF,9072,0.023046204184491572,7.0,cornsilk,1982
#E2961E,8506,0.0216083567893833,8.0,orange,1982
#B1AA9A,7834,0.019901230553495037,9.0,oldlace,1982
#93412B,7267,0.01846084279196431,10.0,firebrick,1982
#BC875D,6815,0.017312597169015658,11.0,peru,1982
#204A72,6033,0.01532603062665759,12.0,slategray,1982
#8D5436,5876,0.014927193098332504,13.0,sienna,1982
#655345,5324,0.013524910833138571,14.0,saddlebrown,1982
#8B6848,3310,0.008408612858318685,15.0,peru,1982
#BA503A,3060,0.0077735212527054905,16.0,firebrick,1982
#DE9C48,2805,0.007125727814980032,17.0,orange,1982
#515D73,2675,0.006795480180061172,18.0,slategray,1982
#887861,2625,0.006668461858938534,19.0,tan,1982
#C0AA85,2609,0.006627815996179289,20.0,tan,1982
#2F3954,2501,0.006353456422554389,21.0,royalblue,1982
#444444,2317,0.005886029000823079,22.0,dimgray,1982
#DABC74,2041,0.0051848878682261125,23.0,wheat,1982
#5F6F6F,1795,0.0045599577283027305,24.0,darkslategray,1982
#D5DDE0,168051,0.3370700652273329,1.0,aliceblue,1983
#351915,128667,0.2580751919512841,2.0,maroon,1983
#694F2A,47645,0.09556446113237217,3.0,darkgoldenrod,1983
#17080B,47582,0.09543809821808233,4.0,navy,1983
#7E6A38,20388,0.0408934459768455,5.0,darkgoldenrod,1983
#4D301E,17803,0.03570855496987348,6.0,saddlebrown,1983
#2A271E,15255,0.03059787710303993,7.0,darkgreen,1983
#BEBFB7,15045,0.030176667388740464,8.0,ivory,1983
#938D6D,9357,0.018767901412857727,9.0,darkkhaki,1983
#473F2A,7045,0.014130583034475012,10.0,olive,1983
#595C4B,4596,0.0092184754615255,11.0,darkolivegreen,1983
#AA8A25,3546,0.007112426890028161,12.0,darkgoldenrod,1983
#743D1E,3012,0.006041350759380942,13.0,saddlebrown,1983
#959F97,1645,0.003299476095345833,14.0,honeydew,1983
#111B24,1409,0.0028261166068950026,15.0,navy,1983
#B1793E,1092,0.002190290514357234,16.0,peru,1983
#BF9853,1079,0.002164215627281553,17.0,darkgoldenrod,1983
#BDB296,1064,0.002134129219117305,18.0,wheat,1983
#93701F,943,0.00189143219325904,19.0,darkgoldenrod,1983
#956036,760,0.0015243780136552179,20.0,saddlebrown,1983
#D0B043,758,0.0015203664925666515,21.0,gold,1983
#D49D05,649,0.0013017385932397848,22.0,goldenrod,1983
#6A785E,639,0.0012816809877969528,23.0,darkolivegreen,1983
#1A3A45,534,0.0010710761306472188,24.0,darkslategray,1983
#2F3C44,65119,0.11561993977443823,1.0,mediumblue,1984
#1B2325,61417,0.10904697309735518,2.0,navy,1984
#535A64,61023,0.10834741910741172,3.0,royalblue,1984
#CDC8CF,47510,0.08435484787363995,4.0,thistle,1984
#7F828B,43762,0.07770020738047215,5.0,royalblue,1984
#000100,37209,0.06606523962387433,6.0,black,1984
#FBFFFF,31017,0.05507123377176785,7.0,azure,1984
#4A3E3E,22558,0.040052129200874975,8.0,maroon,1984
#9D757E,21678,0.0384896735888185,9.0,rosybrown,1984
#CFA7A5,21407,0.03800850828101474,10.0,rosybrown,1984
#AEA6B1,19996,0.03550325274850146,11.0,thistle,1984
#705C5E,18409,0.032685506093576885,12.0,rosybrown,1984
#783F46,17486,0.031046703218658562,13.0,brown,1984
#28435E,12445,0.022096318286412318,14.0,slategray,1984
#AAC6D4,11557,0.020519658532428056,15.0,lightblue,1984
#B6656B,10321,0.0183251186045851,16.0,indianred,1984
#FFEBDD,9731,0.01727756313741087,17.0,seashell,1984
#C3868B,9001,0.015981435186500383,18.0,rosybrown,1984
#7EB1D0,8634,0.015329820175563193,19.0,lightskyblue,1984
#60728A,8255,0.014656898951734327,20.0,slategray,1984
#A24444,7406,0.013149484389648022,21.0,brown,1984
#365E82,6083,0.010800474418340388,22.0,steelblue,1984
#311F1F,5650,0.010031675236498963,23.0,maroon,1984
#4787AD,5542,0.00983991932047385,24.0,steelblue,1984
#446461,255319,0.40528755337555755,1.0,darkslategray,1985
#95A9B2,99585,0.1580789561407686,2.0,lightblue,1985
#3B5C7B,66293,0.10523199517437339,3.0,steelblue,1985
#7B8587,52261,0.08295791863104593,4.0,slategray,1985
#2B3C4C,37838,0.0600631776116323,5.0,slategray,1985
#2F4E3F,25049,0.03976221089893169,6.0,darkgreen,1985
#656D5E,22294,0.03538898677714812,7.0,darkolivegreen,1985
#9B6042,12605,0.02000888931218947,8.0,sienna,1985
#202B1A,10859,0.017237328761687064,9.0,darkgreen,1985
#4F6F7E,7090,0.01125450418273886,10.0,slategray,1985
#BBC8D0,5762,0.009146467292093275,11.0,aliceblue,1985
#63331F,4950,0.00785751702462022,12.0,maroon,1985
#76815F,4540,0.007206692382176929,13.0,darkolivegreen,1985
#6B573E,4019,0.0063796688731209425,14.0,darkgoldenrod,1985
#BE7F54,3806,0.006041557534485769,15.0,chocolate,1985
#505559,2733,0.004338301823896376,16.0,blue,1985
#857369,2653,0.0042113116497611,17.0,sienna,1985
#944A25,2369,0.003760496531580869,18.0,sienna,1985
#283B39,2326,0.003692239312983158,19.0,darkslategray,1985
#A79891,2065,0.003277933869866819,20.0,seashell,1985
#45799E,1687,0.0026779052970776385,21.0,steelblue,1985
#51473D,1500,0.0023810657650364304,22.0,saddlebrown,1985
#DBBC9F,1408,0.0022350270647808626,23.0,peachpuff,1985
#A07564,959,0.0015222947124466245,24.0,sienna,1985
#247226,242593,0.3880147021189477,1.0,darkgreen,1986
#0E5626,155357,0.248485323472208,2.0,darkgreen,1986
#1C733E,49395,0.07900469597707033,3.0,seagreen,1986
#32924A,42748,0.06837317023236769,4.0,seagreen,1986
#E5C5BA,28582,0.045715400757498206,5.0,darksalmon,1986
#56874F,20685,0.033084565973999384,6.0,forestgreen,1986
#FFAEAB,10839,0.017336408537209542,7.0,lightcoral,1986
#C3A366,9829,0.01572096683386222,8.0,goldenrod,1986
#345B1A,6810,0.010892235643361654,9.0,darkgreen,1986
#5F6833,5659,0.009051271880438121,10.0,darkolivegreen,1986
#D3A494,5518,0.00882574982086191,11.0,darksalmon,1986
#A58242,5453,0.008721785750844507,12.0,darkgoldenrod,1986
#5E4D21,5405,0.008645012283754734,13.0,darkgoldenrod,1986
#529F6B,4458,0.007130335755962739,14.0,mediumseagreen,1986
#518B37,4171,0.0066712944006551336,15.0,forestgreen,1986
#DBCA9F,3926,0.00627942982905108,16.0,wheat,1986
#FF9595,3897,0.006233045859351008,17.0,lightcoral,1986
#DA6B62,3874,0.006196258573037158,18.0,indianred,1986
#A0855A,3409,0.005452515610604975,19.0,tan,1986
#CA847C,3262,0.005217396867642543,20.0,lightcoral,1986
#184D2F,2416,0.00386426451018528,21.0,darkgreen,1986
#63B263,2359,0.0037730960180161737,22.0,mediumseagreen,1986
#FFFCFF,2325,0.003718714812160917,23.0,lavenderblush,1986
#704824,2246,0.003592358480908998,24.0,saddlebrown,1986
#553924,103945,0.22718033675449792,1.0,saddlebrown,1987
#322310,64573,0.14112959627926494,2.0,saddlebrown,1987
#31332E,58673,0.12823466158445965,3.0,darkgreen,1987
#C3A49F,48803,0.10666296574755652,4.0,rosybrown,1987
#A39EA4,37197,0.08129709929536831,5.0,thistle,1987
#D0A08A,31888,0.06969384365219519,6.0,darksalmon,1987
#7A603F,17253,0.03770784886262305,7.0,darkgoldenrod,1987
#1B1714,15106,0.03301540398300491,8.0,navy,1987
#585137,14100,0.030816708338433026,9.0,olive,1987
#562810,8334,0.018214641651950414,10.0,maroon,1987
#865024,7921,0.01731199622331404,11.0,saddlebrown,1987
#937863,7415,0.016206091654573113,12.0,peru,1987
#E19891,6526,0.014263109121745669,13.0,lightcoral,1987
#E7A27B,6337,0.013850034095081567,14.0,lightsalmon,1987
#505767,5450,0.011911422726557446,15.0,royalblue,1987
#2B3652,5338,0.011666637525571311,16.0,mediumblue,1987
#2F1106,5063,0.011065602433864284,17.0,maroon,1987
#79787E,3731,0.008154407007850611,18.0,gray,1987
#B07728,2386,0.005214799013865333,19.0,peru,1987
#6F3E37,1822,0.003982130680328012,20.0,maroon,1987
#4E3A39,1621,0.003542828667843967,21.0,maroon,1987
#4A504C,1520,0.0033220848705261133,22.0,darkgreen,1987
#A66E3B,1351,0.0029527214868952495,23.0,peru,1987
#1A230E,1191,0.0026030283426293427,24.0,darkgreen,1987
#FEF8F8,306113,0.5040083509369284,1.0,snow,1988
#0D0E12,129513,0.21324031829714649,2.0,midnightblue,1988
#B1BBC4,96967,0.1596540420214141,3.0,lightsteelblue,1988
#1E282A,23475,0.03865107342139796,4.0,navy,1988
#4B4F50,19881,0.0327336311263392,5.0,darkviolet,1988
#8E9699,18894,0.03110855724063442,6.0,lightslategray,1988
#717679,5952,0.009799837657259239,7.0,mediumslateblue,1988
#22394B,1993,0.0032814308553289085,8.0,slategray,1988
#4B6387,1453,0.002392332680779179,9.0,slategray,1988
#DBD6DA,1406,0.0023149482100313324,10.0,lavenderblush,1988
#6B82A1,327,0.0005383983390328916,11.0,lightslategray,1988
#BAADA5,233,0.00038362939753719806,12.0,seashell,1988
#27446C,218,0.0003589322260219278,13.0,slategray,1988
#2E3224,153,0.00025191114945575664,14.0,darkgreen,1988
#92AAC6,145,0.00023873932464761252,15.0,lightsteelblue,1988
#7E6E61,102,0.0001679407663038378,16.0,peru,1988
#6F4B35,92,0.0001514759852936576,17.0,saddlebrown,1988
#141D2E,88,0.00014489007288958554,18.0,midnightblue,1988
#AF937E,72,0.00011854642327329726,19.0,peru,1988
#F1EBD1,71,0.00011689994517227924,20.0,cornsilk,1988
#4F3C2E,69,0.0001136069889702432,21.0,saddlebrown,1988
#D9E9FF,68,0.00011196051086922518,22.0,lightsteelblue,1988
#966547,42,6.915208024275673e-05,23.0,sienna,1988
#2E201F,30,4.9394343030540525e-05,24.0,maroon,1988
#F1EDEA,368686,0.6435377593143715,1.0,seashell,1989
#1C1A27,44523,0.07771445527618016,2.0,midnightblue,1989
#786A61,44296,0.0773182290257547,3.0,saddlebrown,1989
#A18C6D,26506,0.04626596032501026,4.0,tan,1989
#60412D,20391,0.035592288424782466,5.0,saddlebrown,1989
#B8B7A3,15710,0.02742164931358602,6.0,beige,1989
#D6B266,12915,0.02254300451209188,7.0,goldenrod,1989
#8D562D,11317,0.01975371134830382,8.0,saddlebrown,1989
#B28041,7182,0.012536109826236461,9.0,peru,1989
#30343F,6401,0.011172882065962071,10.0,darkblue,1989
#433532,3065,0.005349927125788743,11.0,maroon,1989
#EBDDC3,2731,0.004766933435735418,12.0,papayawhip,1989
#9F714D,1364,0.0023808484827327393,13.0,peru,1989
#87402C,1204,0.002101570068335937,14.0,darkred,1989
#C9A279,1107,0.0019322575296078757,15.0,burlywood,1989
#BC5946,1056,0.001843237535018895,16.0,firebrick,1989
#D78668,969,0.0016913798971906337,17.0,darksalmon,1989
#000005,945,0.0016494881350311134,18.0,black,1989
#2C1A1A,581,0.0010141297422783882,19.0,maroon,1989
#49281F,521,0.0009094003368795874,20.0,maroon,1989
#5A5456,516,0.0009006728864296873,21.0,dimgray,1989
#999288,351,0.000612667021582985,22.0,antiquewhite,1989
#84614E,315,0.0005498293783437045,23.0,sienna,1989
#642820,253,0.00044160899276494357,24.0,maroon,1989
#0A0000,118839,0.2001987853875894,1.0,navy,1990
#281E1D,90777,0.15292492482374642,2.0,navy,1990
#565B79,62721,0.10566117199147582,3.0,royalblue,1990
#403A3A,58992,0.09937921681926534,4.0,maroon,1990
#F1EFF2,24707,0.04162195399297513,5.0,whitesmoke,1990
#B4A892,23856,0.04018834073163131,6.0,papayawhip,1990
#5A5657,22985,0.03872103503171301,7.0,dimgray,1990
#2D2937,21659,0.03648722635422545,8.0,midnightblue,1990
#3E3121,21368,0.03599700137296687,9.0,saddlebrown,1990
#727995,18596,0.031327229386544926,10.0,royalblue,1990
#E0D9C6,18472,0.031118336267383192,11.0,cornsilk,1990
#766E63,14526,0.024470818136639684,12.0,tan,1990
#594D37,14100,0.02375316919500341,13.0,darkgoldenrod,1990
#979DB5,10660,0.017958069760194068,14.0,royalblue,1990
#394168,10235,0.01724210544048652,15.0,darkslateblue,1990
#8F8260,9648,0.016253232368325737,16.0,olive,1990
#5F4E23,8651,0.014573664305388263,17.0,darkgoldenrod,1990
#D7CBA1,8027,0.013522460221864707,18.0,palegoldenrod,1990
#C1BEB9,7993,0.013465183076288105,19.0,floralwhite,1990
#C19741,7245,0.012205085873602816,20.0,darkgoldenrod,1990
#978147,5667,0.009546752470076903,21.0,darkgoldenrod,1990
#9A928F,5554,0.009356390192131131,22.0,seashell,1990
#B7A97C,4182,0.007045088905922288,23.0,darkkhaki,1990
#916536,4145,0.006982757894559513,24.0,peru,1990
#281A11,292736,0.5085488942549902,1.0,maroon,1992
#422A12,93192,0.1618956621440856,2.0,saddlebrown,1992
#DCCDA2,69875,0.12138873929433838,3.0,wheat,1992
#C8AD76,33535,0.05825790872609141,4.0,wheat,1992
#63451F,30967,0.053796709691989644,5.0,saddlebrown,1992
#8A6A39,24961,0.043362924100550704,6.0,darkgoldenrod,1992
#0A0A08,9870,0.017146430867050016,7.0,navy,1992
#2E2F2A,5570,0.009676354602783037,8.0,darkgreen,1992
#C27652,4638,0.008057259003179126,9.0,chocolate,1992
#AA8B55,3539,0.006148046488195542,10.0,darkgoldenrod,1992
#B7AE8F,1541,0.0026770668658687,11.0,cornsilk,1992
#85512A,989,0.0017181175407814048,12.0,saddlebrown,1992
#705F43,987,0.0017146430867050015,13.0,darkgoldenrod,1992
#8C7F6E,595,0.0010336500877299653,14.0,tan,1992
#513F35,513,0.0008911974705974324,15.0,saddlebrown,1992
#4C1F08,510,0.0008859857894828275,16.0,maroon,1992
#E19C7D,473,0.0008217083890693674,17.0,lightsalmon,1992
#954129,318,0.000552438198148116,18.0,sienna,1992
#CF4230,245,0.00042562062435939755,19.0,red,1992
#915E49,180,0.00031270086687629206,20.0,sienna,1992
#3F3B1E,122,0.00021194169866059796,21.0,darkolivegreen,1992
#682508,108,0.00018762052012577524,22.0,maroon,1992
#7F200A,90,0.00015635043343814603,23.0,maroon,1992
#5F605A,76,0.0001320292549033233,24.0,darkolivegreen,1992
#27282A,144519,0.291195173847865,1.0,midnightblue,1993
#636B6D,140463,0.2830226316553025,2.0,blueviolet,1993
#D4D7EA,52507,0.10579774972999983,3.0,lavender,1993
#3A4342,49099,0.0989308799587343,4.0,darkslategray,1993
#000002,37546,0.07565243322533327,5.0,black,1993
#B5BAD8,11938,0.024054193465190127,6.0,lavender,1993
#8E92C1,9538,0.019218369682608767,7.0,royalblue,1993
#565984,7741,0.015597546625400971,8.0,royalblue,1993
#D0AB9B,6192,0.012476425359059917,9.0,darksalmon,1993
#39100A,4626,0.009321050340925577,10.0,maroon,1993
#474457,4188,0.008438512500604478,11.0,darkslateblue,1993
#1F0000,3681,0.007416944726534165,12.0,maroon,1993
#EBE0DC,3441,0.006933362348276029,13.0,seashell,1993
#A27C7B,2937,0.005917839353933942,14.0,rosybrown,1993
#7B4A3C,2709,0.005458436094588713,15.0,darkred,1993
#533B39,2412,0.004860002901494269,16.0,maroon,1993
#271B33,2177,0.004386495156116511,17.0,midnightblue,1993
